NumFuncCallTotal,NumFuncCallAccepted,MeanAcceptanceRateSinceStart,MeanAcceptanceRateSinceLastReport,TimeElapsedSinceLastReportInSeconds,TimeElapsedSinceStartInSeconds,TimeRemainedToFinishInSeconds
261999,692,.26199300E-02,.39831995E-02,.89721680E-02,2.4204822,347.36018
262999,697,.26300670E-02,.52859304E-02,.90489388E-02,2.4295311,346.14021
263999,698,.26240904E-02,.10522635E-02,.89190006E-02,2.4384501,346.90970
264999,698,.26145097E-02,.85219671E-04,.88610649E-02,2.4473112,348.17033
265999,700,.26124427E-02,.20646885E-02,.89700222E-02,2.4562812,348.44103
266999,703,.26142645E-02,.30988460E-02,.92349052E-02,2.4655161,348.24801
267999,704,.26107411E-02,.16700109E-02,.89628696E-02,2.4744790,349.01401
268999,706,.26094542E-02,.22645527E-02,.88820457E-02,2.4833610,349.26749
269999,710,.26112496E-02,.30942120E-02,.89149475E-02,2.4922760,348.53251
270999,712,.26085524E-02,.18803023E-02,.90310574E-02,2.5013070,348.80586
271999,716,.26198708E-02,.56871613E-02,.89051723E-02,2.5102122,348.07808
272999,718,.26218570E-02,.31621117E-02,.88789463E-02,2.5190911,348.32926
273999,722,.26276852E-02,.42187660E-02,.89659691E-02,2.5280571,347.61836
274999,724,.26258517E-02,.21234843E-02,.90548992E-02,2.5371120,347.89272
275999,729,.26322185E-02,.43830734E-02,.90491772E-02,2.5461612,346.72149
276999,733,.26399583E-02,.47761333E-02,.90789795E-02,2.5552402,346.04505
277999,740,.26548206E-02,.67716572E-02,.92728138E-02,2.5645130,343.99129
278999,742,.26519805E-02,.18624459E-02,.90601444E-02,2.5735731,344.26916
279999,744,.26481160E-02,.15699135E-02,.90508461E-02,2.5826240,344.54425
280999,744,.26427336E-02,.11356846E-02,.88820457E-02,2.5915060,345.72919
281999,744,.26351995E-02,.51812271E-03,.89540482E-02,2.6004601,346.92374
282999,749,.26447025E-02,.53245416E-02,.88989735E-02,2.6093590,345.76968
283999,757,.26669480E-02,.89623859E-02,.89230537E-02,2.6182821,343.25782
284999,763,.26789646E-02,.60916848E-02,.88799000E-02,2.6271620,341.69289
285999,768,.26875712E-02,.51404418E-02,.90479851E-02,2.6362100,340.62030
286999,787,.27408854E-02,.17988683E-01,.90861320E-02,2.6452961,333.47873
287999,819,.28503092E-02,.34254831E-01,.92949867E-02,2.6545911,321.47130
288999,867,.30089144E-02,.48687063E-01,.96549988E-02,2.6642461,304.63057
