NumFuncCallTotal,NumFuncCallAccepted,MeanAcceptanceRateSinceStart,MeanAcceptanceRateSinceLastReport,TimeElapsedSinceLastReportInSeconds,TimeElapsedSinceStartInSeconds,TimeRemainedToFinishInSeconds
312999,861,.27833270E-02,.87435071E-04,.87990761E-02,2.9466760,339.29212
313999,867,.27914621E-02,.53377143E-02,.89330673E-02,2.9556091,337.94509
314999,867,.27833197E-02,.22663448E-03,.89108944E-02,2.9645200,338.96397
315999,869,.27788494E-02,.13707095E-02,.92549324E-02,2.9737749,339.23277
316999,876,.27891485E-02,.60436572E-02,.91049671E-02,2.9828799,337.52852
317999,878,.27883639E-02,.25396213E-02,.88410378E-02,2.9917209,337.75098
318999,878,.27819194E-02,.73257372E-03,.87990761E-02,3.0005200,338.74435
319999,878,.27752920E-02,.66117777E-03,.87680817E-02,3.0092881,339.73423
320999,878,.27676734E-02,.32970744E-03,.87628365E-02,3.0180509,340.72351
321999,879,.27609854E-02,.61414528E-03,.87871552E-02,3.0268381,341.32334
322999,886,.27709981E-02,.59950864E-02,.89049339E-02,3.0357430,339.59891
323999,894,.27832650E-02,.67454660E-02,.90270042E-02,3.0447700,337.53353
324999,897,.27840164E-02,.30274798E-02,.88109970E-02,3.0535810,337.36794
325999,899,.27834922E-02,.26131145E-02,.89850426E-02,3.0625660,337.60106
326999,902,.27783388E-02,.10983399E-02,.90110302E-02,3.0715771,337.45803
327999,907,.27826924E-02,.42062983E-02,.90630054E-02,3.0806401,336.57097
328999,908,.27787287E-02,.14786549E-02,.90048313E-02,3.0896449,337.17962
329999,908,.27760317E-02,.18887273E-02,.88629723E-02,3.0985079,338.14685
330999,910,.27730543E-02,.17905066E-02,.90930462E-02,3.1076009,338.38701
331999,910,.27667450E-02,.67836337E-03,.87959766E-02,3.1163969,339.34480
332999,911,.27630150E-02,.15246844E-02,.87289810E-02,3.1251259,339.91833
333999,912,.27579427E-02,.10688588E-02,.87602139E-02,3.1338861,340.49398
334999,914,.27569877E-02,.24380032E-02,.87618828E-02,3.1426480,340.69192
335999,915,.27537950E-02,.16842563E-02,.89440346E-02,3.1515920,341.28469
336999,922,.27625948E-02,.57193223E-02,.89020729E-02,3.1604941,339.62628
