Cost k_stress k_i V_S3 K_m1 K_P2 V_S4 K_m2 K_P3 V_S5 K_m3 K_d1 K_d2 K_d3 n1 n2 K_b G_tot V_S2 K1 K_d5
1.316009582333030608e+02 1.360901282468510232e+01 1.522369325377309179e+00 3.712654980422463336e+00 1.956059478949183639e+00 1.023331992057492990e+01 9.956361360064699406e-01 3.015782526028780719e-01 1.136201131309456436e+00 8.000000000000000167e-03 3.253178333614849260e-02 3.452391574456740823e-03 1.000000000000000021e-02 3.953131296095427905e-01 5.356842968170160368e+00 5.358645540932601925e+00 2.592856146771695472e-02 3.282066936653796674e+00 2.509235966920379465e-02 6.666736095350709324e-01 8.945627863520555501e-02
1.312123155481352228e+02 5.756687490929763840e+00 1.806754852031778213e+00 3.428980320944634563e+00 1.567009936150728144e+00 8.652075658552828230e+00 1.461015669387015325e+00 2.074320865273024117e-01 8.550367240285376980e-01 7.717506426088296435e-03 6.672858574233236917e-02 5.000000000000000104e-03 9.998071699116602151e-03 3.781866072575617022e-01 4.839347062482293182e+00 5.783812735978162145e+00 2.738596272735466589e-02 3.055311427277663583e+00 3.649074805085977119e-02 5.904345119118520335e-01 8.534971273337317588e-02
1.315446513265715680e+02 9.363124994987742866e+00 1.527660514754123122e+00 3.969470914274169093e+00 1.590181597259407997e+00 9.971280064260364284e+00 1.186145014917590279e+00 2.231134758557926645e-01 1.176685979196627985e+00 6.702802999423012123e-03 6.783013353900803344e-02 4.999810326542968378e-03 1.000000000000000021e-02 4.142377148487338956e-01 4.754456504381096238e+00 4.455160928732491143e+00 1.964614064396946400e-02 3.439522924533594761e+00 3.179817329456075675e-02 4.472179392152014210e-01 8.972441912870621206e-02
1.328854527419460965e+02 1.825906416913727526e+01 1.513679291342611144e+00 3.186546842335304941e+00 1.333621151174216424e+00 9.763530883428193974e+00 1.014641189794919240e+00 4.153611796461082473e-01 1.051962114913832069e+00 8.000000000000000167e-03 4.128147770879717765e-02 2.738414496466652290e-03 1.000000000000000021e-02 3.838055562826802602e-01 4.996443601767030174e+00 5.307420027434409882e+00 3.372645842348410278e-02 3.202231729959426065e+00 1.335383670929816101e-02 6.269166209658073585e-01 8.973842803949243219e-02
1.278423369682595592e+02 1.745041962858694973e+01 1.578989130728703172e+00 3.793959109419728026e+00 1.955445897120178911e+00 9.213862994112400173e+00 1.373575373173278047e+00 8.000000000000000167e-02 9.968798518045260959e-01 7.704612443353984173e-03 4.599932188809642553e-02 2.087359731129226174e-03 1.000000000000000021e-02 3.648500001865961906e-01 5.011913354996812231e+00 5.453816761683651926e+00 4.663489131293658413e-02 2.842257709491743167e+00 5.518698885928344233e-02 4.214213510483934555e-01 8.999999999999999667e-02
1.286923842058609466e+02 9.791318302777453297e+00 1.671727543218881396e+00 3.848055850521808541e+00 1.981483936377169019e+00 7.414011235863381621e+00 1.229965076862666429e+00 8.000000000000000167e-02 1.032864103972763514e+00 6.078423846150119922e-03 3.933862341376008487e-02 2.000000000000000042e-03 1.000000000000000021e-02 3.692764828353965467e-01 4.631514367041859259e+00 5.021989853205705678e+00 3.661989822495596847e-02 3.041629985557178451e+00 3.394766862160791127e-02 4.460278248368679255e-01 8.999999999999999667e-02
1.258509615578400371e+02 1.991428229785208259e+01 1.395523520654770921e+00 3.288526543432955140e+00 2.000000000000000000e+00 1.058843807910022328e+01 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 1.000000000000000021e-03 5.480307681071205222e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.655232679141947605e-01 4.139699778217620363e+00 4.362769604826557845e+00 5.000000000000000278e-02 2.913923689120172522e+00 5.068670948810743287e-02 4.399119205389100395e-01 8.999999999999999667e-02
1.260008717360500015e+02 1.999009163734353223e+01 1.526940996518661331e+00 3.638596316933326413e+00 2.000000000000000000e+00 9.222908690631577144e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 1.000000000000000021e-03 4.693661511798649655e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.604509040925444885e-01 4.041352140997175546e+00 5.530242432718502243e+00 5.000000000000000278e-02 2.666832920779345528e+00 7.000000000000000666e-02 6.771153775950309317e-01 8.303688889466498413e-02
1.327482165840403923e+02 5.656450179181237381e+00 1.761398868540772211e+00 3.914746938559664269e+00 1.286174981013117558e+00 8.375528638872143716e+00 1.168456962052246695e+00 2.139287989113055066e-01 1.179477474380957958e+00 7.687459969484260018e-03 3.227837318937588212e-02 4.014163762420358030e-03 9.575533968433982968e-03 4.252513005026339887e-01 4.300094150077739208e+00 5.335576062627118255e+00 1.683698591426136329e-02 3.358295599629175232e+00 2.897803955167297871e-02 5.469426495465348204e-01 7.900763745390153303e-02
1.278499529255531257e+02 1.225747640571370312e+01 1.571728986778982318e+00 3.000001094357101827e+00 1.478386936131498519e+00 7.677364493521718458e+00 1.293672308951861138e+00 8.000000000000000167e-02 1.133642994046618391e+00 7.350197749955383539e-03 5.361379565265710773e-02 2.000000000000000042e-03 1.000000000000000021e-02 3.690679211207939514e-01 5.951362662204198628e+00 4.413613442910794049e+00 4.958805741616688356e-02 3.005501332162856087e+00 1.544400219014941018e-02 4.418976414499811156e-01 8.554793451271835991e-02
1.258131815097028863e+02 1.983788300088623657e+01 1.410392134569114164e+00 3.207761447921164244e+00 2.000000000000000000e+00 1.099911169677157652e+01 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 1.000000000000000021e-03 3.023954899439371125e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.658864635851232783e-01 4.961501195241640794e+00 4.578058522418134046e+00 4.999999679054702162e-02 2.866030756347565767e+00 5.769825399004493982e-02 3.395058298567574240e-01 8.998953135555926020e-02
1.258205423122046511e+02 1.528311624150560633e+01 1.478234398354793200e+00 3.000000000000000000e+00 2.000000000000000000e+00 1.071352130074295772e+01 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 7.999444634708524973e-03 4.834137911652374581e-02 4.594003155926882666e-03 1.000000000000000021e-02 3.705060045142032354e-01 4.535095364778339189e+00 4.878914711640413238e+00 4.798668864998258815e-02 2.814963729988865015e+00 6.403917904655249960e-02 4.331072865922906412e-01 8.999999999999999667e-02
1.273269187812026928e+02 1.699902463779780604e+01 1.587475202385781214e+00 3.001258435492407894e+00 2.000000000000000000e+00 8.488554704917927296e+00 1.500000000000000000e+00 2.095618331323439443e-01 1.065263614533378034e+00 1.000000000000000021e-03 4.355681971480456632e-02 4.960557140647000977e-03 1.000000000000000021e-02 3.637911020366385584e-01 5.287911490283091709e+00 5.512397822908527090e+00 5.000000000000000278e-02 2.876682117604642208e+00 2.216337643665897486e-02 4.645245310795424465e-01 7.677318730471879848e-02
1.278307970798973514e+02 9.065585817370097388e+00 1.490429269186227756e+00 3.601704060197726598e+00 2.000000000000000000e+00 9.207473175274708765e+00 1.404163287170908880e+00 8.000000000000000167e-02 1.199999999999999956e+00 2.384388012877844496e-03 5.290171047074414268e-02 2.016156873240586029e-03 1.000000000000000021e-02 3.817883085411882260e-01 4.528151874693357115e+00 4.000020664922848468e+00 3.181094841409412566e-02 3.067096081255005213e+00 3.719174921772694375e-02 5.256418241419731352e-01 8.991612362781289947e-02
1.354356627478873065e+02 9.306782769150384382e+00 1.592947836480814949e+00 3.427294359132934343e+00 1.843544731259738390e+00 7.802243363365930939e+00 1.431988442004880291e+00 1.282307268159727620e+00 1.057741129244046396e+00 5.359600557648654638e-03 4.660262512547358460e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.826060854246102760e-01 5.297293878283857005e+00 5.136708469783230591e+00 1.385087565110866212e-02 4.147404233745454860e+00 1.119092501005388568e-02 6.005134783717221980e-01 8.974451037419538257e-02
1.260596359975409229e+02 1.583259683875489010e+01 1.584089223426924820e+00 3.015234456735593316e+00 1.975801619724765645e+00 8.361016748045928537e+00 1.500000000000000000e+00 1.163655516321346756e-01 1.199999999999999956e+00 1.000000000000000021e-03 3.643496361787820770e-02 4.999999420808573514e-03 1.000000000000000021e-02 3.680967112516009832e-01 5.800985467759915970e+00 5.630652740497617437e+00 4.999948131966543835e-02 2.747396837773937506e+00 6.999999808257503786e-02 4.236710022891378991e-01 8.841277503040334551e-02
1.329435867829694757e+02 1.605347952929090738e+01 1.625403068255075079e+00 3.445909076218570011e+00 1.359227553377022391e+00 8.247465104012519532e+00 1.092977378596501348e+00 4.076438386040308059e-01 9.701711679945705935e-01 8.000000000000000167e-03 4.120883466610385237e-02 4.130742797212391335e-03 9.999999767047252838e-03 3.844061970627141722e-01 5.756400278892693123e+00 5.816376759254276330e+00 3.482806021408408476e-02 3.093315569272126364e+00 2.701234051458620972e-02 6.384779244114853203e-01 8.976712682222152961e-02
1.257486379762305830e+02 1.643791333849230440e+01 1.421421948085884956e+00 3.000000000000000000e+00 2.000000000000000000e+00 1.039749652812673553e+01 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 5.917395962394969046e-03 5.578083922262846994e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.702638629685519600e-01 4.523840122606227254e+00 4.283244778787743456e+00 5.000000000000000278e-02 2.970773010925842339e+00 4.168625512780358561e-02 6.954439542848395162e-01 8.999999999999999667e-02
1.285209102265476417e+02 9.458505779144688930e+00 1.596622735037185326e+00 3.265794569069385922e+00 1.976708596438564225e+00 1.093376093214834910e+01 1.416709398187487423e+00 8.000000000000000167e-02 9.784341381871523025e-01 1.000745156545580251e-03 6.411760509204887659e-02 4.998335278203988943e-03 9.982673711984293638e-03 3.715047500202212083e-01 5.510144830001295624e+00 5.109342231516625255e+00 4.007200757267490032e-02 2.899051792129119232e+00 1.382011930211932658e-02 4.898784301708547506e-01 7.552866195818151718e-02
1.365964485489408844e+02 1.699784387400551822e+01 1.596370799593638257e+00 3.860052312733512014e+00 1.566936945607452447e+00 7.557819380213845584e+00 1.147496312708023103e+00 9.537942646941222069e-01 9.205833741001862025e-01 6.414974231430376102e-03 5.430845886533990780e-02 3.334750005493103842e-03 5.954783299826165582e-03 3.268382860728700212e-01 4.820268738562419664e+00 5.673492258603094029e+00 2.493745291802154304e-02 3.424587521064849760e+00 1.536985445155864688e-02 6.179579450342719271e-01 8.999150747835209241e-02
1.258597201341067517e+02 1.996994043607207914e+01 1.379671677853906431e+00 3.218715019717594661e+00 2.000000000000000000e+00 1.099989319024828127e+01 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 7.275040527755193692e-03 3.793352439749107796e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.639718181166845534e-01 5.768551448998833209e+00 4.315234379990119606e+00 5.000000000000000278e-02 2.927089561702267861e+00 4.743716348726115251e-02 3.756574915356142297e-01 8.992208613193039546e-02
1.269158334834107933e+02 1.762743062973044061e+01 1.602789865537185054e+00 3.696059931612273974e+00 2.000000000000000000e+00 7.000000000000000000e+00 1.246702471326333495e+00 8.000000000000000167e-02 1.199772416824915533e+00 2.988428096867858791e-03 3.016515608391519970e-02 4.774938508399688072e-03 1.000000000000000021e-02 3.656592442838548784e-01 5.177478955650731685e+00 5.499943249123558253e+00 4.999773491672226955e-02 2.804368792188679294e+00 6.356154253211265814e-02 3.969333846869779192e-01 8.996126598796891360e-02
1.273906926486600071e+02 1.594225844377156243e+01 1.464591119253247919e+00 3.920827538426146397e+00 2.000000000000000000e+00 9.358890403301126426e+00 1.467791897636304022e+00 8.000000000000000167e-02 1.071088155381910267e+00 5.991010042803743794e-03 3.849840240943523673e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.545804813570512248e-01 4.900220698138378239e+00 4.320560313245732864e+00 4.302264966347815744e-02 2.937566802741371497e+00 2.474359611819799964e-02 5.498298159642023286e-01 8.172289728860258895e-02
1.263117639206713818e+02 1.538892021059863069e+01 1.508886745720106504e+00 3.992064572683580614e+00 2.000000000000000000e+00 7.088474811496785044e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 7.401055794245689316e-03 4.844519581083080867e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.481181289599034057e-01 4.277918978461698885e+00 4.241719153215235849e+00 4.469690832707707423e-02 2.884873224211161880e+00 5.800857339107219623e-02 3.037457338470681556e-01 8.998391069710133527e-02
1.337352981205324625e+02 1.798939350857544639e+01 1.522420575776193719e+00 3.814010013275120237e+00 1.287930995349712893e+00 9.124823306435374093e+00 1.108279620255672837e+00 4.533974505923858422e-01 9.423045267549317039e-01 7.983446976577171506e-03 6.039974605750923764e-02 4.611285899597174220e-03 1.000000000000000021e-02 3.709511886135396508e-01 5.284719938110106874e+00 4.892937268314008215e+00 2.978843951288139696e-02 3.331834489593900273e+00 1.000000000000000021e-02 6.460325754753024619e-01 8.999999999999999667e-02
1.263066364954591165e+02 1.147467007357409230e+01 1.606189682742711566e+00 3.394016765035098526e+00 1.871251881785607418e+00 7.431659358886622435e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 7.982750367719842685e-03 6.936325823591568684e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.643820307643811374e-01 5.776547759849166574e+00 4.954806367947427681e+00 4.385949200192758302e-02 2.776417041178128819e+00 7.000000000000000666e-02 6.841439008058992632e-01 8.991662900365175737e-02
2.108380970714806324e+02 1.566175631949350056e+01 1.010499864725764585e+00 3.246998067657440590e+00 1.000000000000000000e+00 8.830415236951925095e+00 8.164392206170864030e-01 2.000000000000000000e+00 1.199999999999999956e+00 8.000000000000000167e-03 2.999999999999999889e-02 2.000000000000000042e-03 1.000000000000000021e-02 1.000000000000000056e-01 4.554017683474672396e+00 6.000000000000000000e+00 8.000000000000000167e-03 3.547829944074018194e+00 1.000000000000000021e-02 6.999999999999999556e-01 8.999999999999999667e-02
1.347683454217974202e+02 9.051294959721509770e+00 1.655133075146170141e+00 3.733250926881165110e+00 1.182687992264084054e+00 9.645945879769302067e+00 1.040653444664169314e+00 3.475462663474077618e-01 1.046150289635190411e+00 5.028726666154725855e-03 6.677996093375301867e-02 3.073213358351388046e-03 9.941607998457405171e-03 3.744475728897080913e-01 4.896496129196119540e+00 5.842653255182483463e+00 1.835555721956521821e-02 3.272975058592725972e+00 3.113435625272008636e-02 3.931989220126994033e-01 7.992091117815289247e-02
2.121932363395922607e+02 1.913509867901656492e+01 7.170226203497601647e-01 3.272474066275695925e+00 1.000000000000000000e+00 1.100000000000000000e+01 6.698107735965088683e-01 2.000000000000000000e+00 1.199999999999999956e+00 8.000000000000000167e-03 7.414719825300832012e-02 2.000000000000000042e-03 1.000000000000000021e-02 1.000000000000000056e-01 4.000000000000000000e+00 6.000000000000000000e+00 1.346717517950314462e-02 2.000000029730344409e+00 1.000000000000000021e-02 6.999999999999999556e-01 8.999999999999999667e-02
1.256768316400833783e+02 1.601910488082583583e+01 1.520565010718356369e+00 3.001268744164589108e+00 2.000000000000000000e+00 9.861488331406686569e+00 1.500000000000000000e+00 8.004549138663005770e-02 1.199999999999999956e+00 1.000000000000000021e-03 6.669372561029517088e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.678315136332661606e-01 4.785383470883229684e+00 5.213594752989232362e+00 5.000000000000000278e-02 2.774646792207490442e+00 7.000000000000000666e-02 4.280541663732810864e-01 8.999999999999999667e-02
1.256370117658357088e+02 1.205667852602950774e+01 1.592578074847321723e+00 3.000429641913776369e+00 2.000000000000000000e+00 7.685330242069425388e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 1.000000000000000021e-03 4.481603652148805073e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.701386760242983409e-01 5.126265330447021817e+00 4.776712955759588652e+00 5.000000000000000278e-02 2.892113445756127277e+00 5.332408967252809384e-02 3.859526409486510046e-01 8.999999999999999667e-02
1.299625123293246247e+02 8.156166544102307014e+00 1.593091904572971673e+00 3.615142536132525120e+00 1.842453144072961235e+00 8.819460366028442522e+00 1.326553599773777847e+00 1.554736908679597851e-01 1.198576484646649121e+00 5.881071936812677647e-03 4.414719182769511613e-02 5.000000000000000104e-03 9.999556864580306376e-03 4.118762364681521349e-01 5.459187872939499364e+00 4.773917374145439041e+00 2.673826884900523670e-02 3.049321337473194671e+00 2.967606905039804621e-02 2.630188335457356863e-01 8.135954812037837769e-02
