Cost k_stress k_i V_S3 K_m1 K_P2 V_S4 K_m2 K_P3 V_S5 K_m3 K_d1 K_d2 K_d3 n1 n2 K_b G_tot V_S2 K1 K_d5
1.309840534469604449e+02 1.281112573538253940e+01 1.544729533834991564e+00 3.368629656298656183e+00 2.000000000000000000e+00 9.882642550226520939e+00 1.333214568858310134e+00 4.245684611356568272e-01 1.051499058397494579e+00 6.822865650523556036e-03 6.147513773182500252e-02 2.954575080210453814e-03 1.000000000000000021e-02 3.800504887857971692e-01 4.649711479888289034e+00 5.456428532543513121e+00 2.764679872741896555e-02 3.097195230840209312e+00 4.416745153165660409e-02 4.528933510558518227e-01 8.946411760092928822e-02
2.114519145532223092e+02 1.355658995173079084e+01 1.000637928107888763e+00 3.000000000000000000e+00 1.000000000000000000e+00 9.858235932352899411e+00 8.221186263509265846e-01 1.999851347643844424e+00 1.199999999999999956e+00 8.000000000000000167e-03 2.999999999999999889e-02 2.000000000000000042e-03 1.000000000000000021e-02 1.000000000000000056e-01 4.000000000000000000e+00 6.000000000000000000e+00 8.000000000000000167e-03 3.507455550040439629e+00 1.000000000000000021e-02 6.999999999999999556e-01 8.999999999999999667e-02
1.257131878093001376e+02 1.731153471065477234e+01 1.443566720858261654e+00 3.000000000000000000e+00 2.000000000000000000e+00 1.099991075588195955e+01 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 7.847125143502785977e-03 3.000009616376996327e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.698442254227969350e-01 4.595246442454558711e+00 4.701739855765539211e+00 5.000000000000000278e-02 2.862094519243571611e+00 5.723985500656130626e-02 3.786303643461683688e-01 8.999999999999999667e-02
1.317800248674573140e+02 7.998276506968958088e+00 1.632820876080410821e+00 3.228872273378482927e+00 1.620136903178050147e+00 7.572154114768778754e+00 1.149444793492170769e+00 3.143403480433936692e-01 1.190603596138993359e+00 7.695148464735144210e-03 6.191393891156445756e-02 4.624134924098044844e-03 1.000000000000000021e-02 4.064986236401680886e-01 4.428118968006603318e+00 5.058614624778792646e+00 2.389679125326309855e-02 3.271337702179525131e+00 3.216110776954379108e-02 5.666556502145297936e-01 8.989153899872180664e-02
1.279963997818623511e+02 9.023867757816891100e+00 1.772418293758350361e+00 3.237866049531034740e+00 1.753612496193113213e+00 7.173348004631303176e+00 1.498586768574536432e+00 8.000000000000000167e-02 8.768167230475248930e-01 4.321566788995511929e-03 3.778946208443875049e-02 4.103126628934042341e-03 1.000000000000000021e-02 3.534743360119747546e-01 4.420245145387109886e+00 5.016860854055284591e+00 4.916120857341133715e-02 3.030901893333206587e+00 2.178769094168176920e-02 2.647837929724181083e-01 8.905242460818732497e-02
1.345432732378112917e+02 1.340537516147710129e+01 1.504520597083515820e+00 3.787618809857326241e+00 1.232796311607211814e+00 9.718059968685860639e+00 1.179861151039101719e+00 5.338277971882668949e-01 1.183252548907439916e+00 2.668860851656375960e-03 6.599154887961590499e-02 3.295204144052265704e-03 8.315006431469339210e-03 4.090475503653241418e-01 5.799456038602671448e+00 4.980339508928060432e+00 1.786033594700373386e-02 3.394680409940038057e+00 3.672624412219668844e-02 3.006333232738349071e-01 8.537082636086780474e-02
1.288324060046925865e+02 1.082093010815161449e+01 1.611233901388684719e+00 3.450071535072261941e+00 1.192188500786326433e+00 7.934075835646297925e+00 1.472611324071148031e+00 8.000000000000000167e-02 1.198422836139264813e+00 7.449282153902989957e-03 5.029338455805899832e-02 4.894404646669279525e-03 1.000000000000000021e-02 3.748549569480338906e-01 5.098629261658964573e+00 4.944547080575413034e+00 4.064742197723546224e-02 2.649540145530690616e+00 2.529633736963126864e-02 4.061191556410153614e-01 6.386208088650818793e-02
1.266646185061437677e+02 9.991451226150250164e+00 1.543770399274212446e+00 3.000000000000000000e+00 2.000000000000000000e+00 1.062058242980270784e+01 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 8.000000000000000167e-03 5.755318526509149712e-02 2.000000000000000042e-03 1.000000000000000021e-02 3.770033623996228433e-01 4.889066415746170513e+00 5.164944406930461085e+00 3.929464677389202243e-02 2.741672326000806681e+00 7.000000000000000666e-02 3.970511902208615496e-01 8.812302845816787078e-02
1.256657092822049293e+02 1.281078618271902769e+01 1.553101708484424082e+00 3.000000017143289899e+00 2.000000000000000000e+00 8.131428622447835153e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 1.158505236631117690e-03 4.890832194488402979e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.699213790956106807e-01 4.604113006553057552e+00 4.588452976915220027e+00 5.000000000000000278e-02 2.926648180912760910e+00 4.851660441600630369e-02 2.598767918789134379e-01 8.999999999999999667e-02
1.257150780224888251e+02 1.745015508292438611e+01 1.439761063886214165e+00 3.000000000000000000e+00 2.000000000000000000e+00 1.099974693511915191e+01 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 1.000000000000000021e-03 3.000239529119962459e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.702511806459928834e-01 4.993290380589630928e+00 4.677567260320005360e+00 5.000000000000000278e-02 2.868346154674679571e+00 5.640994042583569873e-02 6.981716013783930697e-01 8.999999999999999667e-02
1.346094338538030115e+02 1.530133627445413858e+01 1.360115796337126426e+00 3.899628972109130842e+00 1.632803688693770683e+00 9.794671986055115909e+00 1.386398023986722405e+00 8.495176210968803376e-01 1.177471643823435388e+00 8.000000000000000167e-03 5.470627701889933803e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.904016674987701441e-01 4.485411037117881250e+00 4.155094493515128384e+00 1.331366981883712330e-02 4.154182454045463935e+00 1.701402127620557994e-02 3.898846069052073204e-01 8.999999999999999667e-02
1.301078310055885368e+02 1.671978243061262503e+01 1.650872794652899822e+00 3.054445298353769545e+00 1.908251432347543020e+00 1.007454483126018907e+01 1.500000000000000000e+00 3.258250884345339493e-01 7.477659412482864365e-01 7.999813097352658636e-03 6.075476238726899847e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.511726114116365816e-01 5.107233858565604301e+00 5.455147563904086283e+00 4.950374420581780260e-02 3.175403227442344267e+00 1.000000000000000021e-02 6.590697402185440312e-01 8.999999999999999667e-02
1.268318627876241464e+02 1.450758134109128861e+01 1.599275820507531254e+00 3.602093708207805722e+00 1.988181427568039616e+00 8.333586628645861083e+00 1.499897429067357901e+00 8.000000000000000167e-02 1.082512885286269544e+00 1.067095229747376832e-03 6.853742881468018189e-02 4.320159745014751779e-03 1.000000000000000021e-02 3.634221993418306207e-01 4.838061305828824210e+00 5.254441469175195500e+00 4.798382454446804835e-02 2.790714636147050953e+00 6.243246081079213694e-02 6.134559405746490279e-01 8.891745771898516837e-02
1.257760031866746147e+02 1.853405367861058650e+01 1.494177727664336652e+00 3.171604879386918263e+00 2.000000000000000000e+00 1.063481239837500603e+01 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 1.000000000000000021e-03 5.066223231806676885e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.675364163814048291e-01 5.120840240503287788e+00 5.323512083611442236e+00 5.000000000000000278e-02 2.731030577862278097e+00 7.000000000000000666e-02 5.091394396972718228e-01 8.745123449258949966e-02
1.264549460427264194e+02 9.529896011506640008e+00 1.596830642903918740e+00 3.083176017447061046e+00 2.000000000000000000e+00 8.605184954509130790e+00 1.499998517783863727e+00 8.000191042546930809e-02 1.199998332268463086e+00 1.000000000000000021e-03 5.641278687640478157e-02 4.998762351152975097e-03 1.000000000000000021e-02 3.707276144122173545e-01 4.239834192403868052e+00 5.124811645274886196e+00 4.010109827485357215e-02 2.769487353059905566e+00 6.998839258163001842e-02 5.962902218510314212e-01 8.938402328525060780e-02
1.333335733740485409e+02 1.585908019813478909e+01 1.398240243934471660e+00 3.784314133774224764e+00 1.956628427964148376e+00 9.676946911300321474e+00 1.418717959487139302e+00 7.900010889524117230e-01 1.131111195117338486e+00 4.240608086640357093e-03 6.965636128033478314e-02 4.253407049077862281e-03 8.524920871934512506e-03 3.846641379599333721e-01 5.328161920215255698e+00 4.493235041277453767e+00 1.820713994105931793e-02 3.682209719912277190e+00 1.872016209922120270e-02 6.483508122407375396e-01 8.954203459724459357e-02
1.291317609223142426e+02 1.702194236551492779e+01 1.571444259399993992e+00 3.492069692707244766e+00 1.666695044551581573e+00 9.171683552658109306e+00 1.500000000000000000e+00 1.621485194804063168e-01 8.878702414154038269e-01 7.999538684108801340e-03 5.690286098850071139e-02 2.000000000000000042e-03 1.000000000000000021e-02 3.380844588989533328e-01 5.673934875987091786e+00 5.040141858981614931e+00 4.963844569715416405e-02 2.910282980020646448e+00 1.010161477808257241e-02 5.487545097769650493e-01 7.681535613723533551e-02
1.256864923501435101e+02 1.554154658665739852e+01 1.491518059823231823e+00 3.000000065733185117e+00 2.000000000000000000e+00 9.733131028379323979e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 1.000000000000000021e-03 3.241917750324162240e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.696391053163071150e-01 5.371313930124593128e+00 4.756883556168976845e+00 5.000000000000000278e-02 2.864832473596364615e+00 5.699558281018850259e-02 5.066532081263904752e-01 8.999999999999999667e-02
1.256977424669640300e+02 1.511889495799037064e+01 1.505376964000693318e+00 3.000000000000000000e+00 2.000000000000000000e+00 9.612811731743343913e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 7.747067066366211847e-03 5.922443755182190545e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.695048107371035062e-01 5.227763055982905804e+00 4.837112118382091097e+00 4.999924188493624910e-02 2.848065885612721448e+00 5.756555890114348206e-02 4.062059310467487916e-01 8.961322438862313888e-02
1.257233414933044884e+02 1.048360332840117692e+01 1.602017771213474884e+00 3.000000000000000000e+00 2.000000000000000000e+00 7.000000000000000000e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 8.000000000000000167e-03 4.062945538846945981e-02 3.777093611712902584e-03 1.000000000000000021e-02 3.700547164331657868e-01 4.896586420712068843e+00 4.234083121903623237e+00 4.930256670106988870e-02 3.044016214373828966e+00 3.143450880250069079e-02 4.359542409813859098e-01 8.999999999999999667e-02
1.273015211741895598e+02 1.612501859997521692e+01 1.545636559571158308e+00 3.367932848479624486e+00 1.310898847306694037e+00 8.488865174387495216e+00 1.499992983894956611e+00 8.000000000000000167e-02 1.199999999999999956e+00 8.000000000000000167e-03 5.431133082138084323e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.608957798019363783e-01 5.163823713369633417e+00 5.093296076434705277e+00 5.000000000000000278e-02 2.646207095945614096e+00 7.000000000000000666e-02 3.575622629118478946e-01 8.348385069613775689e-02
2.097445856968010673e+02 1.857500881297850626e+01 1.036294694667799998e+00 3.165835350999033793e+00 1.000000000000000000e+00 9.319162503874172998e+00 7.747705169248594315e-01 1.748327791812361420e+00 1.199999999999999956e+00 8.000000000000000167e-03 5.798360772633162630e-02 2.000000000000000042e-03 1.000000000000000021e-02 1.000000000000000056e-01 4.361621861429268776e+00 6.000000000000000000e+00 8.006144523361147583e-03 3.756108937477905751e+00 1.000000000000000021e-02 6.750298567623639334e-01 8.999999999999999667e-02
1.327345532575891696e+02 1.488753212267093495e+01 1.472720532329751197e+00 3.967042890392492360e+00 1.167130612220688368e+00 9.849307941190135196e+00 1.323440065598194160e+00 3.352072243894740344e-01 1.052506461023763773e+00 8.000000000000000167e-03 5.675382811701430719e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.793674544876707855e-01 4.891641725007533026e+00 4.485820899068267309e+00 2.343720182535344657e-02 3.171153421804706607e+00 4.281694232472649242e-02 6.290162626025167514e-01 8.820548302549444109e-02
1.271609651656601443e+02 1.391745770744729249e+01 1.509457499596932317e+00 3.374036681930626003e+00 1.715463821021882440e+00 1.079490105758194396e+01 1.500000000000000000e+00 8.000000000000000167e-02 1.188688473569747606e+00 3.656224163706438615e-03 4.040519760944450561e-02 2.023366093350615832e-03 1.000000000000000021e-02 3.681771230169411657e-01 4.822077441230268491e+00 5.255620176766607088e+00 4.011672511201888613e-02 2.662372168167307152e+00 7.000000000000000666e-02 2.319570077349055737e-01 8.321722357540331516e-02
2.114643346421073886e+02 2.000000000000000000e+01 7.191837158831158039e-01 4.000000000000000000e+00 1.000000000000000000e+00 1.099999986160839782e+01 6.661330190436544063e-01 2.000000000000000000e+00 1.199999999999999956e+00 7.244785452403886168e-03 2.999999999999999889e-02 2.000000000000000042e-03 1.000000000000000021e-02 1.000000000000000056e-01 4.000000000000000000e+00 6.000000000000000000e+00 1.295691829833157775e-02 2.000000000000000000e+00 1.000000000000000021e-02 6.999999999999999556e-01 8.999999999999999667e-02
1.263046580549467848e+02 1.591190197956714947e+01 1.614285732436729681e+00 3.161713806312786978e+00 1.998244936845683606e+00 7.362120562815703373e+00 1.499985165618505922e+00 1.305540097730956695e-01 1.199999999999999956e+00 1.000000000000000021e-03 4.961395725762634407e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.806136769460862768e-01 4.994312279884769445e+00 5.601474031021222544e+00 4.988849952162611318e-02 2.785362945455443828e+00 6.998905422114279351e-02 6.196331004856897584e-01 8.999999999999999667e-02
1.257118057364182562e+02 1.669441706989412921e+01 1.514835514497947289e+00 3.146626538276257712e+00 2.000000000000000000e+00 9.612936681586587540e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 1.000000000000000021e-03 7.173352891974206502e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.667822703643185411e-01 4.687924889512840920e+00 5.130913784637614050e+00 5.000000000000000278e-02 2.777041311204197616e+00 7.000000000000000666e-02 2.537685772161900610e-01 8.999999999999999667e-02
2.174732376865395622e+02 1.910588296007959741e+01 9.038168103938953868e-01 3.575901993841456683e+00 1.460283242878998022e+00 9.326288207385694307e+00 6.200302557740359211e-01 1.498908546275404818e+00 1.149751411380066646e+00 2.434159783536118775e-03 3.814767278303110576e-02 3.713190139395359298e-03 6.588541150875639081e-03 1.001642169736215171e-01 4.127592518162829904e+00 5.867817256723394159e+00 9.630235170062997549e-03 3.014936346717366433e+00 1.000000000000000021e-02 3.049130979751015769e-01 8.999999999999999667e-02
1.335016033352916907e+02 9.537947644898460808e+00 1.660796935434923904e+00 3.764843851771491501e+00 1.454789828725539413e+00 8.778998979695272098e+00 1.471719766764470805e+00 5.712128874146477076e-01 8.702282258644661317e-01 8.000000000000000167e-03 6.373916674174076591e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.672233301843360054e-01 4.990369815027114520e+00 5.177621519554401530e+00 2.188815929807969018e-02 3.334948381362316638e+00 3.263807689621300162e-02 4.961258219772584632e-01 8.855260592550745491e-02
1.256494549027331402e+02 1.307315629382957844e+01 1.613715204275348647e+00 3.000000000000000000e+00 2.000000000000000000e+00 8.382630585019818170e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 1.000000000000000021e-03 3.000029592310997709e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.697301233703867429e-01 5.093213186401825965e+00 5.641758019008006109e+00 5.000000000000000278e-02 2.719826313538122875e+00 7.000000000000000666e-02 4.522064519062044541e-01 8.684860374887813650e-02
1.259894775403930538e+02 1.175962151854665905e+01 1.487377984574245415e+00 3.000000000000000000e+00 2.000000000000000000e+00 8.913392783332060532e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.199993088810563435e+00 7.991292393085000847e-03 7.757825997591032141e-02 2.257894757817068086e-03 1.000000000000000021e-02 3.713537732815798686e-01 4.735270270341944254e+00 4.095271145878711216e+00 4.660256798464672279e-02 3.021084045255311601e+00 3.415068121561586761e-02 4.085402871016936555e-01 8.999999999999999667e-02
1.305441818900353041e+02 1.340686016575961759e+01 1.565260114105176070e+00 3.376763105579514868e+00 1.989790713048375626e+00 1.047424912754737747e+01 7.866599936110285629e-01 1.100757739741533014e-01 1.187594150977236307e+00 3.404458349949996028e-03 7.610524477214178352e-02 3.376365788312616235e-03 8.483979376035261089e-03 3.994497250064954486e-01 4.913835538397559155e+00 5.819174334434265461e+00 3.336395103852281968e-02 3.193556130998027154e+00 1.229669614958177511e-02 4.862587588661366200e-01 8.952710350577423870e-02
1.275598395411396666e+02 9.217681209479870574e+00 1.653722447630928238e+00 3.905735951937276518e+00 2.000000000000000000e+00 8.927559240332264778e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 6.285952081364033599e-03 5.024036021435970140e-02 3.859350963263882394e-03 1.000000000000000021e-02 3.797420087292515123e-01 5.620002558036052420e+00 5.994386541614059816e+00 3.190043295569316983e-02 2.625653696776164114e+00 7.000000000000000666e-02 5.295316156633427251e-01 7.801883570932682810e-02
1.257771846753408624e+02 1.598616931924709306e+01 1.529630455336616679e+00 3.000000000000000000e+00 1.999993495500692386e+00 1.060243939507938116e+01 1.499999158148994205e+00 8.000000000000000167e-02 1.199997117552082937e+00 1.464647989802588327e-03 3.814513263431754814e-02 4.995335165422978320e-03 1.000000000000000021e-02 3.736062900125272090e-01 4.681682810089770719e+00 5.533931136803871276e+00 4.934783247223157449e-02 2.714471659005945448e+00 7.000000000000000666e-02 4.577706832495135880e-01 8.705555891894491138e-02
1.276128300721045719e+02 1.094929161048435518e+01 1.699016960036675128e+00 3.324294282365543474e+00 2.000000000000000000e+00 8.158701681659106697e+00 1.457736109824403714e+00 8.000000000000000167e-02 9.272466536248112901e-01 6.756791660420238300e-03 4.314878717370736888e-02 4.464929048103039207e-03 1.000000000000000021e-02 3.545682556481004055e-01 5.394676310621662196e+00 5.414906510035113030e+00 4.997084492618701634e-02 2.902242747999130401e+00 1.621246617436261292e-02 5.083639589475839049e-01 7.879016438223095109e-02
1.350078758302971096e+02 5.487365437790465705e+00 1.672100491208505346e+00 3.503293872612215587e+00 1.578001501904058079e+00 8.682645959660218793e+00 1.392470210004190134e+00 6.377912080964578401e-01 1.174062475256095528e+00 8.000000000000000167e-03 5.094186929231244582e-02 5.000000000000000104e-03 1.000000000000000021e-02 4.300624143231239205e-01 5.807235503406591448e+00 4.944536495301057322e+00 1.004242811631720841e-02 4.313284078889493500e+00 3.238301627509149183e-02 4.251957577486842332e-01 8.797858403218168644e-02
1.259264285384434032e+02 1.681042076691491260e+01 1.594126308122853164e+00 3.463387469595019752e+00 2.000000000000000000e+00 8.579878790787500265e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 1.000000000000000021e-03 7.204223602745830901e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.622676931195141226e-01 5.118701019329292556e+00 5.999932269289630860e+00 5.000000000000000278e-02 2.623017191539383397e+00 7.000000000000000666e-02 6.487057291584317209e-01 8.057819208232723518e-02
1.281893563332944552e+02 1.253655406654600490e+01 1.624136005675675509e+00 3.422769711855952579e+00 1.948177498358265813e+00 8.215211200022228155e+00 1.132162992688086289e+00 8.000000000000000167e-02 1.136772524437390963e+00 1.000000000000000021e-03 6.860468350544374205e-02 4.999967690318437089e-03 1.000000000000000021e-02 3.752683768630747929e-01 4.301178238685298361e+00 5.772845598496492592e+00 4.027814320892632305e-02 2.856345092226257432e+00 5.605479847025603840e-02 3.227187720689652095e-01 8.998172309876488473e-02
1.304969805286441442e+02 1.209213468729487673e+01 1.762708581166651189e+00 3.665952497451673064e+00 1.932257933024632557e+00 8.552130958223751023e+00 1.500000000000000000e+00 1.333394370680508201e-01 6.669625299549394315e-01 1.061521766756829202e-03 4.195875427343200709e-02 3.133939966650573037e-03 1.000000000000000021e-02 3.190390258609707708e-01 4.380581143783667919e+00 5.309890607945056296e+00 4.992786952738752920e-02 3.144551651933023884e+00 1.000000000000000021e-02 5.777645079752105062e-01 8.999999999999999667e-02
1.283064382863114474e+02 1.259637444617906077e+01 1.588156639033847739e+00 3.152426160272623346e+00 1.899229708062247113e+00 1.097344121329320465e+01 1.450724411594819463e+00 8.670947175402250739e-02 8.776082931808769638e-01 7.063900536983469536e-03 4.009206050037426861e-02 3.582365126832946171e-03 1.000000000000000021e-02 3.752836658196347930e-01 4.619239216891531719e+00 4.935385328742915689e+00 4.631229352030129948e-02 3.068111911935672786e+00 1.750418746229135888e-02 4.182292510066742963e-01 8.999999999999999667e-02
1.342792762019124950e+02 7.048008988929922225e+00 1.713837646254384950e+00 3.936810880370736676e+00 1.144489597565441885e+00 8.876939083147107112e+00 1.062960840606945956e+00 3.139487246867260772e-01 1.185770266745618029e+00 3.939634090387950614e-03 5.001757045208331254e-02 4.308284484084446038e-03 9.917477560973964393e-03 4.241341852554128544e-01 4.683617457119022554e+00 5.812002900787831550e+00 1.420850424916651582e-02 3.476191683637426255e+00 1.302397391841730520e-02 3.487803512760746516e-01 7.007639612903829307e-02
1.346184421771015138e+02 8.237417367577156924e+00 1.598948424381059663e+00 3.474947246761602493e+00 1.898436067000545124e+00 8.637777649543277647e+00 1.500000000000000000e+00 9.858504618775109085e-01 1.081682087019747218e+00 8.000000000000000167e-03 5.354422809344536877e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.945685976191514177e-01 4.912471100833983861e+00 5.251609694336323741e+00 1.282271388016907251e-02 3.959407306181902619e+00 3.467660312207887507e-02 5.852376456707223396e-01 8.994725729113141333e-02
2.132927325512231960e+02 1.589457326375090851e+01 8.726745893343463845e-01 3.132887151802872694e+00 1.000000000000000000e+00 1.017085015849931828e+01 6.248796090613430998e-01 1.644520317412824673e+00 1.199999999999999956e+00 7.399648182146434210e-03 3.790932761774840065e-02 2.000000000000000042e-03 1.000000000000000021e-02 1.000000000000000056e-01 4.560178340192735824e+00 6.000000000000000000e+00 1.068460342379056946e-02 2.665039002875770002e+00 1.000000000000000021e-02 6.015717562261377882e-01 8.999999999999999667e-02
1.279553070639468615e+02 9.440523088978915567e+00 1.667155828240856730e+00 3.625338799350539709e+00 1.908725248806364405e+00 8.786479810470250840e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.010825829192620207e+00 7.947348754800654183e-03 5.444937810086247082e-02 4.777047189592044732e-03 1.000000000000000021e-02 3.613616347453491584e-01 5.362215527846116991e+00 5.494358193897840081e+00 3.788152629354163414e-02 2.780593895837609519e+00 6.704940189606266310e-02 6.167532950037452055e-01 8.890898941252117771e-02
1.306946500029634421e+02 6.294550732976974317e+00 1.708601642979111990e+00 3.320387115903559394e+00 1.572042307758565682e+00 7.342592542199652961e+00 1.471988547691478466e+00 2.422591836306217106e-01 1.049823691178071838e+00 8.000000000000000167e-03 4.604414598434033307e-02 4.560653241804340022e-03 1.000000000000000021e-02 3.847063789938302558e-01 5.015987486612723423e+00 4.609273756849598058e+00 2.534283292901199150e-02 3.200839649890367955e+00 3.462030581981704463e-02 3.506100687036318164e-01 8.938540497628601200e-02
1.269446884008755205e+02 1.138304622441305902e+01 1.631861705164545873e+00 3.102921818377238239e+00 2.000000000000000000e+00 9.414591483923567594e+00 1.499979858006851519e+00 8.000000000000000167e-02 1.041175748326766959e+00 8.000000000000000167e-03 5.428319715430480336e-02 2.000000000000000042e-03 1.000000000000000021e-02 3.538783004318311054e-01 5.493105097323751629e+00 5.799277398377848058e+00 4.599651670928417424e-02 2.731004948840491942e+00 6.905870920029166804e-02 5.616994993112467416e-01 8.929630698081097995e-02
1.259844311058548669e+02 1.764872931137622558e+01 1.527312248252229665e+00 3.238592994215543364e+00 1.990080667322290164e+00 9.671709211241333648e+00 1.499984882196377267e+00 8.000000000000000167e-02 1.186046190887088958e+00 1.000000000000000021e-03 4.542486900448793052e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.718869900720873645e-01 5.188675979614296274e+00 5.379693202986806533e+00 4.995366608080769460e-02 2.740641100032762623e+00 7.000000000000000666e-02 2.732409754386779244e-01 8.868050558999861221e-02
1.256568976511209428e+02 1.530533694203310624e+01 1.538435751859661638e+00 3.000000373493354910e+00 2.000000000000000000e+00 9.487059376771032504e+00 1.500000000000000000e+00 8.014612907354265459e-02 1.199999999999999956e+00 1.000000000000000021e-03 4.718273886037952641e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.689228864142650166e-01 4.326673160586106626e+00 5.247578650165037217e+00 5.000000000000000278e-02 2.773969287655547067e+00 7.000000000000000666e-02 3.700252681171189995e-01 8.999999999999999667e-02
1.333487937189100307e+02 1.296087130204801596e+01 1.546822037047652865e+00 3.549066722331828849e+00 1.363680146582649799e+00 7.692248339495625586e+00 1.498819565556365196e+00 5.018798507512794993e-01 9.902840998689738106e-01 7.938034548857228825e-03 5.406388794238206619e-02 2.000000000000000042e-03 9.451322698639654657e-03 3.350454765900014453e-01 4.706467350886375023e+00 4.685205331200788414e+00 2.695117637461079407e-02 3.101236213562677868e+00 3.753567179911539153e-02 2.528800609225543838e-01 8.635489364763361542e-02
1.311482108228983350e+02 1.311196075466706290e+01 1.469297063049293195e+00 3.825528871486650218e+00 1.948569615640215469e+00 1.023696966474345871e+01 1.500000000000000000e+00 4.204804292293247148e-01 1.186842173763454689e+00 1.000000000000000021e-03 6.226245448873490851e-02 4.999998078529862590e-03 1.000000000000000021e-02 3.767866817480524100e-01 4.633721549810694285e+00 5.054981945095183171e+00 1.843478499376516311e-02 3.150610878686607386e+00 6.838958078011557473e-02 5.438593801483858625e-01 8.999999999999999667e-02
2.116781041390100313e+02 1.555162963180527136e+01 9.679958514723936425e-01 3.885461740721788626e+00 1.000000000000000000e+00 8.952564102800435464e+00 7.336544752978432227e-01 1.921551929685131777e+00 1.199999999999999956e+00 8.000000000000000167e-03 4.832411218739053604e-02 2.000000000000000042e-03 1.000000000000000021e-02 1.000000000000000056e-01 5.860153842197377116e+00 6.000000000000000000e+00 8.193273025062551909e-03 3.263198589587050780e+00 1.000000000000000021e-02 2.935781208370965567e-01 8.999999999999999667e-02
1.310988584627011448e+02 5.009180420023814584e+00 1.714240977823337175e+00 3.772573333606643597e+00 1.810362801164727031e+00 9.028935857309477342e+00 1.229766461171676983e+00 1.068930704074792792e-01 1.173678911158243743e+00 3.371721011743887813e-03 6.558967268865427414e-02 5.000000000000000104e-03 1.000000000000000021e-02 4.353565000053829515e-01 5.615483645575927163e+00 4.926220191551137439e+00 1.976415317880876252e-02 3.339108225869777513e+00 3.748221571848967676e-02 4.295925926442761833e-01 8.877855875151979825e-02
1.308636152617207244e+02 1.424398706013342597e+01 1.412752689510095028e+00 3.000000000000000000e+00 2.000000000000000000e+00 1.086431746163894552e+01 1.499807577188196239e+00 4.486824329806141654e-01 1.199999999999999956e+00 7.658321614209309333e-03 5.258816289922252363e-02 4.999998675323188285e-03 9.999998112318934929e-03 3.988592230564859675e-01 5.594274992764088239e+00 4.763250262957496872e+00 2.744344821064884782e-02 3.118553052679853721e+00 2.711496709470000502e-02 4.833718791240155244e-01 8.393448494229820145e-02
1.305800551122840147e+02 1.242855837361871707e+01 1.678449082431084705e+00 3.893499137123717091e+00 1.166000736184231945e+00 7.328632538024344889e+00 1.342277701454289929e+00 1.113714825286973853e-01 9.583234809021252687e-01 4.678018143828626026e-03 6.763288659676681969e-02 4.764611023926585733e-03 1.000000000000000021e-02 3.595555317557210251e-01 5.326801204370288367e+00 5.181336604440656579e+00 4.082346629446678699e-02 2.815706246697979420e+00 1.766717150757784668e-02 5.878053781649517084e-01 7.189741428374345211e-02
1.287054498472787714e+02 1.069156482397727537e+01 1.607537750043510627e+00 3.823200176491724722e+00 1.953788134229021312e+00 9.952991260767939607e+00 1.384516752350933411e+00 8.000000000000000167e-02 9.616894940433076133e-01 7.998005404528173851e-03 4.151676153564459737e-02 4.535256941173228425e-03 1.000000000000000021e-02 3.668817313181763073e-01 5.280595990947653640e+00 5.130136357519697654e+00 3.554382138026467020e-02 2.940536348411852074e+00 4.910569912756219263e-02 4.610030301232685424e-01 8.999836919620100850e-02
